,No DESIGNATION,Reussite,COMMENTAIRES
322,229637947,False,['    ?tude car mauvais point de branchement plus pas le bon pm  dae na non eéligible au dae']
323,296226201,True,['  point de terminaison optique non existante pavillon souterrain pose point de terminaison optique ont test ok installation conforme  dae ok ']
324,223449587,True,"['  point de terminaison optique existante malfaçon on plp non détectée   dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
325,298190183,True,['  le client a des travaux a faire mais ne souhaite pas les realiser  : cp travaux sur conduite privative    ulation travaux clients le client ne souha']
326,297581433,True,['  point de terminaison optique non existante farid ok     aerosouterrain  point de terminaison optique posee dans le local technique a la demande de client val pm  val point de terminaison optique  d charge   cqe ok  dae ok ']
327,298369323,True,"['  point de terminaison optique non existante tirage de c cble  pose pt tout marche chez le client  dae ok ', ' gm cp   envoye sms au     le   a  pour reprendre nouveau rdv des  fini   apsp gaine boucher entre regard et maison client vas faire le necessaire et rappeler pour nouvelle intervention ', 'gm travaux finis obtenu m le nedic au   le   a    repris rdv le   entre       apte']"
328,298071563,True,"['  point de terminaison optique existante malfaçon on plp non détectée  fi   point de branchement  tube jaune fibre bleu   plp d tecte  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee', ""gm lo merci de me remettre dossier pour demain matin  suite a un souci mobi general je n'ai pas pu configurer ont"", ""gm lo merci de me remettre dossier pour demain matin  suite a un souci mobi general je n'ai pas pu configurer ont""]"
329,296689195,True,"['  point de terminaison optique existante malfaçon on plp non détectée  reprise plp  mute sur point de branchement  tube rouge fibre rouge pe droite t te   d charge :  dae ju mise a jour en cours', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
330,299175711,True,"['  point de terminaison optique non existante raccordementordement ok passage de câble en aerien mutation sur point de branchemento  decharge  test delc ok  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
331,296223675,False,[' obtenu maugain daniel au  le   a : doit uler son rdv car l adresse correct est  bis   route de kergrist  paimpol non eéligible   onjatofanampiantsoa  ']
332,297086506,True,"['  point de terminaison optique non existante raccordementordement client ok passage en aerien prise dans le salon client ok  dae ok ', 'gm lo laisse message vocal le   pour reprendre nouveau rdv   apsm gem litige: rf   rendez vous non honore orange appel effectu  e au client mais pas de r  ponse  pour pr  venir le client  dae na non   éligible au dae', 'gmrv', 'obtenu clt   le   pas dispo le   ni   repris rdv le   a  partir  apep ']"
333,223279554,True,"['  point de terminaison optique non existante  point de branchement  rouge fibre bleu  facade airien souterrain complexeet completecreasion point de terminaison optique', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
334,296222082,True,['  point de terminaison optique non existante passage câble en aerien pose prise point de terminaison optique au choix de client brassage pm test ok  dae ok ']
335,298195411,True,['  point de terminaison optique non existante passage jarretiere au pm  pose  c cble  delc ok dae ok ']
336,296500651,True,['  point de terminaison optique non existante  de câble en aerosouterrain dae ok ']
337,229004066,False,"['     besoin de lagage sur poteau enedis chez clie te voir photo en piece jointe besoin intervention avec gestar n  dae na non éligible au dae', 'gm ab a reprendre obtenu clt le    a   rdv repris pour le    a partir de  aple ']"
338,299282742,True,['  point de terminaison optique non existante anas ok passage de la fibre en souterrain ok ont ok  dae ok ']
339,297451594,True,"['  point de terminaison optique existante malfaçon on plp non détectée  plp ok  dae ok ', 'gmclient injoignable msg laisse pour reprise de rdv  am ', 'gmrdv repris pour le   a partir de  am']"
340,296227418,True,['  point de terminaison optique non existante point de terminaison optique installer a la demande de client ok dae ok ']
341,299142207,True,['  point de terminaison optique existante malfaçon on plp non détectée  point de branchement  tube gris tiret  fibre jaune au  tages fi   decharge  plp immeubles delc ok brhement de la jarreti re au pm installation conforme appartement cliente  au  me tages  dae ok ']
342,299170195,True,"['installation conforme passage de câbles en facade point de branchement en chambre tout est fonctionnel chez le client', 'obtenu clt le    a  pour reprendre nouveau rdv des  fini aple   pas de passage percement domaine privatif  pas de rendez vous avec le client elle verra avec le proprietaire pour les travaux et rapellera', 'gm rv', 'obtenu clt    le   repris rdv le   a  partir  apep']"
343,296616009,True,"['  point de terminaison optique non existante passage c cble en aerien pose prise point de terminaison optique au choix de client brassage pm test ok ( d: point de  tube rouge fibre bleu t te  ) dae ok ', 'rdv repris avec le client pour le vendredi   a ']"
344,297140317,True,"['apres plusieurs reles pas de retour client doit recontacter son opt apoint de branchementf gm cp laisse message vocal le   pour reprendre nouveau rdv des  fini apsm  gem   litige: cp travaux sur conduite pr', 'gm cp laisse message vocal le    pour reprendre nouveau rdv des  fini  apsm   gem litige: ep elagage en domaine privatif litige: cp travaux sur conduite privative litige: cp travaux sur conduite privative litige: cp travaux sur conduite privative litige: cp travaux sur conduite privative  fourreau bouche en']"
345,298745068,True,"['  point de terminaison optique non existante adduction souterraine emplacement point de terminaison optique plus chemin de câble vus avec le client  dae ok ', 'gm le tech a repris rdv avec le client pour le   a partir de  apaf  rendez vous repris ']"
346,223440482,True,"['apres plusieurs reles pas de retour client doit recontacter son opt apjc obtenu cliente le   au   le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finisapsp gem litige: mc non accessibilite en autonomie a', 'obtenu cliente le   au     le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finisapsp gem litige: mc non accessibilite en autonomie au pm en immeuble point de branchement  tube bl tiret  fibre jaune  fi   decharge  pas acces au pm le client rep']"
347,299555682,True,"['  point de terminaison optique existante malfaçon on plp non détectée  plp box ok  dae ok ', 'gm lo  gem litige: rf   rendez vous non honore orange pas le temps de finaliser ce dossier  dae na non   éligible au dae', 'gm rv laisse message vocal le   a   sur le  pour confirmer rdv au   a partir de   selon reponse sms apsp ']"
348,223373064,True,['  point de terminaison optique non existante simon ok installation de la fibre en souterrain ok point de terminaison optique au bureau ok test ok dae ok ']
349,296144096,True,['  point de terminaison optique non existante pose  m c cble aerien pose point de terminaison optique et jrt pm probleme fibre hs mutation fibre blhe tube blhe d charge  delc ok chez clt  dae ok ']
350,296145067,True,['  point de terminaison optique non existante pose  m c cble aerien pose jrt pm et point de terminaison optique delc ok chez clt  dae ok ']
351,296509858,True,['  point de terminaison optique non existante passage de c cble aerien installation complete ok pose point de terminaison optique salon au choix du client brassage pm test ok  dae ok ']
352,297298693,False,"['   client a l adresse il ne pas la fibre il ya  logement a son adresse  dae na non eéligible au dae', 'retour oi  valide :probleme rsolu  merci de demander au tech de nous contacter', 'gm clte obtenue le    a  au  pour reprise de rdv le    a partir de          ha* clte dispo que a  ']"
353,299718562,True,"['  point de terminaison optique non existante intervention aerien tout est ok  dae ok ', 'gm client injoignable  message vocal  laisse  le    pour le rdv du    a partir de  ke ']"
354,297678253,False,"['apres plusieurs reles pas de retour de la part du clt laisse message vocal informent que doit contacter son operateur apep gm lo laisse message vocal au  le   a  pour reprendre nouveau rdv   apaf', 'gm lo  laisse message vocal au   le     a  pour reprendre nouveau rdv   apaf ', 'gmgm lo  laisse message vocal au   le     a  pour reprendre nouveau rdv   apaf ']"
355,299206381,True,"['  point de terminaison optique non existante souterrain   chambre delc ok  dae ju ok', 'gm cp  laisse  message vocal  au  le    a  pour reprendre nouveau rdv des  fini   apaf    gem litige: cp travaux sur conduite privative le client v faire le necessaire pour qu on puisse recuperer la gaine entre le regard et l arrive tel  rdv repris le  mai  a  dae na non eéligible au dae']"
356,296949768,True,['  point de terminaison optique non existante pose jrt au pm pose   point de terminaison optique ok ont ok probleme aligment pe droite en   dae ok ']
357,297898527,True,"['  point de terminaison optique non existante  fo souterrain test delc ok point de terminaison optique dans le sejour vu avec cliente dae ok ', ""gm cp  laisse  message vocal  au   le    a  pour reprendre nouveau rdv des  fini   apaf    gem litige: dr probleme de regard litige: dr probleme de regard  regard intermediaire introuvable  l'abonne a pris en charge les travaux et il va le chercher   on a essaye deja mais on a pas reussi de le trouver  dae"", 'gm suite rappel  ce jour le   a  prise de rdv le   en marge matin a partir de ']"
358,298474841,True,"['  point de terminaison optique non existante poser  metre de câble en souterrain tout est ok chez le client  dae ok  mutation point de branchement  tube violet fibre bleu pm pe droite tete  e  decharge ', 'gm lo   rdv pris par ccoi le   a partir de  apaf ', "" car gaine interieur inaccessible client refuse qu'on casse platre car locataire prefere voir avec proprietaire pose ficelle entre l'arrive et point de branchement laisser numero ca constructel pour reprendre rdv "", 'gm suite rappel cliente ce jour le   a  prise de rdv le   en marge apres midi a partir de ']"
359,299142464,True,['  point de terminaison optique non existante raccordementordement ok passage de câble en aerien ok test delc ok  dae ok ']
360,298072513,True,['  point de terminaison optique non existante pose jrtr au pm pose  de c cble sut  fo dlc ok dae ko ']
361,296303483,True,['  point de terminaison optique non existante installation complete ok construction de prise point de terminaison optique passage du c cble en aerien tout fonctionne bien  dae ok ']
362,298072515,True,['  point de terminaison optique non existante tirage de c cble  pose pt tout est ok  dae ok ']
363,223077241,True,"['hors delais le client contacte son opt apsp travaux client le client il va passe une gaine du grenier jusqu a salon', 'client a ule le rdv rdv repris le    a ', ""gm rdv repris le   a  ne pas decaler l'heure du rdv"", 'gm client injoignable msg laisse pour reprise de rdv  am', 'gm rdv reprise pour le   a partir de   am', 'gm rdv repris pour le   a partir de   am']"
364,297086527,True,['  point de terminaison optique non existante raccordementordement client ok pose point de terminaison optique ok route obtique ok tictage ok delc ok le client en travaux point de terminaison optique laisser en vrac car le client vas d placer apres  dae ok ']
365,299898264,True,['  point de terminaison optique non existante livrer une point de terminaison optique  delc ok crioc ok  dae ok ']
366,296738316,True,"['  point de terminaison optique non existante  c cble aerien point de terminaison optique dans entr e  dae ok ', 'gmobtenu cliente sur son tel le   rdv repris le     ']"
367,223373186,True,['  point de terminaison optique non existante installation immeuble complete ok  dae ok ']
368,223227816,True,['  point de terminaison optique existante malfaçon on plp non détectée  point de branchement  tube vert tiret  fibre jaune au  tages fi   plp immeubles delc ok brhement de la jarreti re au pm installation conforme appartement cliente  au  me tages  dae ok ']
369,296506278,True,['  point de terminaison optique non existante installation complete realiser en souterrain passage vu et valider par le client test ok probl me avec mobi crioc impossible voir les capture d  cran et photo en pi ce jointe dae ok ']
370,296227428,True,['  point de terminaison optique non existante point de terminaison optique installer dans salon avec signal conforme  dae ok ']
371,297581496,True,['  point de terminaison optique non existante intervention ok passage de c cble aerien prise pos a la demande de client internet ok service ok  dae ok ']
372,299227337,True,"['  point de terminaison optique existante malfaçon on plp non détectée  point de terminaison optique existante plp ont ok code de d charge :  dae ju mis a jour', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
373,223373290,True,['creation point de terminaison optique sur point de branchement  tube rouge fibre violet  point de terminaison optique non existante anas ok passage de la fibre en fourreaux ok ont ok  dae ok ']
374,296853031,True,['  point de terminaison optique non existante passage de c cble aerosouterrain pose point de terminaison optique salon brassage pm test ok  dae ok ']
375,299200786,True,['  point de terminaison optique non existante pavillon sous terrain c cble  fo  m test ont ok jrtor ok installation des equipements liveboxe d codeur suite ala demande de la cliente  dae ok ']
376,297893707,True,"['apres plusieurs reles pas de retour de la part du clt laisse message vocal informent que doit contacter son operateur apep gm cp laisse message vocal au  le   a  pour reprendre nouveau rdv des  fini   apaf  gem  le client va regarder avec son propr', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee', 'gm cp  laisse  message vocal  au   le    a  pour reprendre nouveau rdv des  fini   apaf    gem litige: ag pose de gaine le client va regarder avec son proprietaire pour lui pr  parer une gaine  dae na non   éligible au dae']"
377,296504592,False,"['suite a plusieurs reles aucun retour de la part du clt  laisse message vocal le   clt doit recontacter son operateur apan gm lo laisse message vocal au  le   a  pour reprendre nouveau rdv   apaf', 'gm lo  laisse message vocal au  le     a  pour reprendre nouveau rdv   apaf ']"
378,299777579,True,['  point de terminaison optique existante malfaçon on plp non détectée  raccordementordement plp test delc photo preaxedo ok  dae ok rdv ave vue avec client ca ok client satisfait ok']
379,299888245,True,"['apres plusieurs reles pas de retour client doit recontacter son opt apoint de branchementf gm cp laisse message vocal pour reprendre nouveau rdv des  fini apab gem  gaine dans local technique casser pas d acces local tout petit  dae na non eéligible au', ""gm cp laisse message vocal pour reprendre nouveau rdv des  fini apab gem litige: cp travaux sur conduite privative gaine dans local technique casser pas d'acces local tout petit  dae na non eéligible au dae""]"
380,298072635,False,['gc manquant entre le regard et la chambre vu avec orange decharge ']
381,299566507,True,['  point de terminaison optique non existante  passage de c cble aerien sur  point de terminaison optique pose dans le salon a la demande du client tout est ok  dae ok ']
382,296853549,True,"['  point de terminaison optique non existante installation complete ok construction de prise point de terminaison optique passage du c cble en aerien tout fonctionne bien mise en service ok  dae ok ', 'gm client injoignable  message laisse  le    pour pour reperdre un nouveau rdv a partir de      ke   ', 'gm client injoignable  message laisse  le    pour pour reperdre un nouveau rdv a partir de      ke ']"
383,298200793,True,"['  point de terminaison optique non existante pose jrt au pmz passage câble aerien plus pose point de terminaison optique tout ok  dae ok ', 'gm cp  laisse  message vocal  au   le    a  pour reprendre nouveau rdv des  fini   apaf    gem litige: cp travaux sur conduite privative le client vas faire le necessaire et rappellera pour reprendre rendez vous  dae na non   éligible au dae', 'gm rv   obtenu client au   le    a :  rdv repris pour le   a partir de :  aphb']"
384,223151938,True,"['  point de terminaison optique existante malfaçon on plp non détectée  plp confirme delc ok pas de malfaçon on d tecte d charge  point de branchement  tube bl fibre rouge fi    dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
385,299776093,True,['  point de terminaison optique existante malfaçon on plp détectée câble non conforme  encombrant devant le local impossible de prendre la photo du point de branchement point de terminaison optique existante dans le salon tout est ok enqu te satisfaction vu  dae ok ']
386,297451376,False,"['orangegpoint de branchement=pr=autre   l aiguille a bloque entre la chambre devant chez le client et la chambre vu avec hayet de la gtc orange  dae na non éligible au dae', 'prevoir grande aiguille   voir plan pj     localisation point de branchement:  gps:        sur meme poteau que pc cuivre  () utiliser la conduite de  entre point de branchement et regard client reg       si blocage gc bouche ou casse    merci de creer dostec    appeler ctc  en arrivant sur site svp', 'gm besoin doss tech ']"
387,298252364,True,"['regard enterre   installation fibre non possible   clients devraient creuser toute leur allee  ils ne peuvent pas le faire apmj', 'gm cp  laisse  message vocal  au    le     a  pour reprendre nouveau rdv des  fini   apaf    gem litige: dr probleme de regard regard enterre le client va faire le necessaire et contactera la ca pour reprendre un nouveau rendez vous  dae na non eéligible au dae']"
388,299567838,True,['  point de terminaison optique non existante pose  de c cble  en aerien et facade +pose point de terminaison optique +installer les quipements a la demande du client delc ok  dae ok ']
389,299888708,True,['  point de terminaison optique existante malfaçon on plp non détectée  changement d op rateur  dae ok ']
390,223080639,True,['  point de terminaison optique non existante installation de la fibre optique dans le salon a la demande de client contr le qualit effectu  dae ok ']
391,299885029,True,"['apres plusieurs reles pas de retour client doit recontacter son opt apoint de branchementf gm cp laisse message vocal le   pour reprendre nouveau rdv des  fini apsm  gem  fourreaux bouche dessous les goudron il va voir avec le propri taire de ramener un lectr', 'gm cp laisse message vocal le    pour reprendre nouveau rdv des  fini  apsm   gem litige: dr probleme de regard fourreaux bouche dessous les goudron il va voir avec le propri  taire de ramener un   lectricien pour faire les travaux n  cessaires dae na non   éligible au dae']"
392,299142944,True,['  point de terminaison optique existante malfaçoncon plp non detectee  plp pavillon installation conforme delc ok passage de la jarretiere au pmz meuble cachant la point de terminaison optique et trop lourd pour etre deplace dae ok ']
393,298201404,False,"['  de gan verte casse en domaine public besoin de decharge ', 'gm dossier en cours de traitement', 'gm ai   besoin commentaire du dossier   client dit que il y un probleme sur la ligne', 'gm  a traiter', 'dostech    litige: gc necessit ?   de r ?  paration du gc gc casser entre maison de client et chambre ou il y c ? ?a le point de branchement  gaine casser sur la route  dae na non  ?  éligible au dae']"
394,299200940,True,"['  point de terminaison optique non existante pavillon en facade  m test ont ok jrtor ok installation des equipements suite a la demande de client  dae ok ', ""gm  percement domaine privatif j'ai pris un rdv pour demain matin samedi    a  la cliente viens de loin les travaux seront faites avec l'autorisation du proprietaire ""]"
395,297616968,True,"['apres plusieurs reles pas de retour client doit recontacter son opt apjc gm obtenu cliente le   au   le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finisapsp  gem litige: cp travaux sur conduite priva', ""gm  obtenu cliente le   au     le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finisapsp  gem litige: cp travaux sur conduite privative le client doit reper   son fourreau d'arriver ptt des communs au lieu de l'habitation dae na non   éligible au ""]"
396,299282743,True,['  point de terminaison optique existante malfaçon on plp non détectée  plp immeuble installation conforme delc ok passage de la jarretiere au pmi point de branchement  tube bleu fonc fibre jaune fi   bloc op rateur connecteur   dae ok ']
397,223447184,True,"['  point de terminaison optique non existante intervention ok passage de c cble  souterrain la prise a la demande des clients dans le salon la photo de mutation dans pi ce jointe dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee', 'gm cp laisse message vocal le    pour reprendre nouveau rdv des  fini  apsm   gem litige: dr probleme de regard travaux a la charge de client  dae na non eéligible au dae', '        ne pas y aller avant  stp merci ', '  gm lo    suite rele orange = travaux ok    eu mr gourdier  rdv repris   a partir de  apib']"
398,297310765,True,"['  point de terminaison optique non existante passage jarretiere au pm+passage  de câble+pose point de terminaison optique+test delc ok dae ok ', 'gm cp client doit liberer une gaine a son domicile ', 'gm rv   obtenu client au   le    a :  rdv repris pour le   a partir de : aphb']"
399,296148753,True,['  point de terminaison optique non existante pose  m câble aerien pose point de terminaison optique et jrt pm delc ok chez clt  dae ok ']
400,299554519,True,['  point de terminaison optique non existante raccordement aerien ok point de terminaison optique bureau tout est ok  poteau  dae ko ok']
401,223372641,True,"['  point de terminaison optique non existante simon ok installation de la fibre en souterrain ok point de terminaison optique au salon test ok dae ok ', ' gem litige: ab client absent a mon arrivee le client   tait absent et souhaite avoir un autre rendez vous pour le   apres midi dae na non   éligible au dae']"
402,223513791,True,['raccordementordement en souterraine ok point de terminaison optique installee selon le souhait du client ok delc ok ']
403,299208355,True,['  point de terminaison optique non existante passage de c cble souterrain facade  tire test ok dae ok ']
404,298532423,False,['cac=ouigps=dn=point de branchementr= de branchementg=    de branchementd=autrespoint de branchementt=rosepoint de branchementf=rose= de branchementp=    ?tude point de branchement satur  dae na non éligible au dae']
405,299208478,False,['  cli gm obtenue client le   que ne souhaite pas la fibre apaf']
406,296220672,True,['  point de terminaison optique non existante  c cble souterrain point de terminaison optique dans baie de brassage  dae ok ']
407,296612847,True,"['  point de terminaison optique non existante point de terminaison optique installer a la demande de client dans le salon  dae ju mise a jour de la box', ' gem litige: rf   rendez vous non honore orange manque de temps intervention trop compliquee juste avant  dae na non eéligible au dae', 'gm lo    message vocal  pour future reprise de rdv apib', 'gm obtenu m conlombain au   le   a    repris rdv le   entre       apte', 'gm rv laisse message vocal le   a  sur le  pour confirmer rdv au   a partir de   selon reponse sms apsp ']"
408,297403761,True,['  point de terminaison optique non existante dae ok ']
409,299206471,True,"['  point de terminaison optique non existante installation realis en aerean  de c cble point de terminaison optique dans le salon a la demande de client  dae ok ', 'gmlo  obtenu clt le   au    repris rdv le   a partir de  apan']"
410,299201401,True,['  point de terminaison optique non existante appartement c cble  fo  m test ont ok jrtor ok installation des equipements liveboxe d codeur t l  phone suite a la demande de la cliente dae ok ']
411,299719412,True,"['  point de terminaison optique non existante ok  raccordementordement aerien test ok signal ok cim et crioc effectuer point de terminaison optique et boxe dans le salon  fo   dae ok ', "" gem litige: mc besoin binome ou materiel j'ai pas peut finaliser le raccordementordement manque de câble et de consommables dae na non eéligible au dae"", 'gm rv   obtenu client au  le    a :  rdv repris pour le   a partir de :  aphb']"
412,297780004,True,"['  point de terminaison optique non existante  fo immeuble apparent test delc ok point de terminaison optique dans le couloir vu avec cliente dae ok ', 'gm intervention en cours', 'gm lo   rdv pris par ccoi le   a partir de ']"
413,296148213,True,['  point de terminaison optique non existante ele hegarat@lapostenet  pavillon aerosout  fo  dea ko cause probleme box client vu avec gtc pas de changement car dossier iqp valeur re u    dae ko ok']
414,297082068,True,['  point de terminaison optique non existante  fo a rien test delc ok point de terminaison optique dans le sejour vu avec client  dae ok ']
415,299175719,True,['  point de terminaison optique non existante raccordementordement en aerien ok  ont ok  dae ok ']
416,297082172,True,['  point de terminaison optique non existante apcp ok  prise optique installe dae ok ']
417,299355281,True,"['  point de terminaison optique non existante test ont ok a ligne  c te client  slot   dae ok ', ' gem litige: rf   rendez vous non honore orange manque de temps client il repond pas au apel dae na non eéligible au dae', 'gm rv  gem litige: rf   rendez vous non honore orange manque de temps  reprise de rdv avec le client le   de ']"
418,299592934,True,"['la cliente ne fera pas les travaux dans le delais elle rappellera orange quand travaux finit apsm cliente doit poser une gaine de l arrivee telephonique jusqu a l emplacement souhaite de la prise', 'merci de clrer le rendez vous du client car il a ulsa commande   ', 'gm cp laisse message vocal le    pour reprendre nouveau rdv des  fini  apsm  gem litige: ep elagage en domaine privatif travaux client  dae na non eéligible au dae', 'gm obtenu mme bohears au  le   a    repris rdv le   entre       apte', ""gm cp  laisse  message vocal  au   le    a  pour reprendre nouveau rdv des  fini   apaf    gem litige: ic installation inaccessible cause client pas d'acces a un autre b ctiment pr le tirage installation complexe point de branchement en chambre c  te rue et client habite un immeuble  dae na non   éligible au dae"", 'gm rv   obtenu client au  le    a :   rdv repris pour le   a partir de :  aphb']"
419,299282747,True,"['point de branchement  tube bl fibre violet decharge:   point de terminaison optique non existante simon ok installation de la fibre sous fourreau ok point de terminaison optique au salon test ok dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee', 'gm client obtenu le     rdv confirme le    a partir de  ke ']"
420,299001558,True,['  point de terminaison optique non existante installation complete immeuble ok  dae ok ']
421,297780008,True,['  point de terminaison optique non existante raccordementordement aerien    m de câbles client a la prise optique la ou il la souhaite  dae ok ']
422,299208591,True,['  point de terminaison optique non existante pose jrt a la pm+pose de  m de fibre pose point de terminaison optique+test ko c est operationnel debrher personne  dae ko debrher personne']
423,299001630,True,['  point de terminaison optique existante malfaçoncon plp non detectee  dae ok ']
424,299778546,True,"['  point de terminaison optique non existante pose point de terminaison optique ok mise en service ok  dae ok ', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
425,297082294,True,['  point de terminaison optique non existante apcp ok installer prise optique dae ok ']
426,299200964,True,['  point de terminaison optique non existante passage du c cble en facade test delc ok  dae ok ']
427,299003440,True,['  point de terminaison optique non existante installation complete pavillon en souterrain passage de c cble en facade ok bug crioc photos en pi ces jointes ok  dae ok ']
428,299777335,True,['  point de terminaison optique non existante point de terminaison optique pose a la demande de l abonn ok installation ok passage de c cble en souterrain et a rien ok ont ok  dae ok ']
429,297083020,True,['  point de terminaison optique non existante intervention termine prise installer dans l armoire electrique a la demande du client passage de câble  en souterrain  dae ok ']
430,298745699,True,"['  point de terminaison optique existante malfaçon on plp non détectée  plp confirm  e  dae ok ', 'gm le tech a repris rdv avec le client pour le   a partir de  apaf  pour le   h defaut da  acces ', 'gm intervention en cours ']"
431,299201939,True,['  point de terminaison optique non existante passage de c cble en souterrain test delc ok  dae ok ']
432,298072898,True,['  point de terminaison optique existante malfaçon on plp non détectée  reprise point de terminaison optique pose jrt au pm delc ok  dae ok ']
433,297783659,True,"['  point de terminaison optique existante malfaçon on plp non détectée  gartier a la pm dae ok ', 'gm rdv le   entre  et  ']"
434,298743023,True,"['  point de terminaison optique existante  tout est fonctions chez la cliente signal   plp ok dae ko ok', 'gm rendez vous repris pour le   entre  et  ', 'gm intervention en cours']"
435,297891716,False,"['    lieu dit kergounio  ploemel decharge  dae na non éligible au dae', 'gm client injoignable  message laisse le    pour reprise de rdv le    ke  ', 'gmclient injoignable msg laisse pour reprise de rdv  am']"
436,299175722,True,['  point de terminaison optique non existante raccordementordement facade ok point de terminaison optique pose dans le bureau avec la corde de client point de branchemento ok (signal degrad au point de branchemento )   a la point de terminaison optique pm ok  dae ko signal d grad au point de branchemento    la point de terminaison optique test ko']
437,296419055,True,['mut point de branchement  tube  fibre rouge pe droit  point de terminaison optique non existante mise en service  en aerien pose point de terminaison optique au s jour test delc ok mut point de branchement  tube  fibre rouge pe droite tete  dae ok ']
438,298073326,True,"['  point de terminaison optique non existante installation immeuble delc ok dae ok ', 'gm lo obtenu clt le   au     repris rdv le   a partir de  apil']"
439,223447304,False,"['aucun retour de la part du clt  laisse message vocal le   clt doit recontacter son operateur apan gm ab laisse message vocal le   pour reprendre nouveau rdv   apsm gem  client absent  dae na non eéligible au dae', 'gm ab laisse message vocal le   pour reprendre nouveau rdv   apsm gem litige: ab client absent client absent  dae na non eéligible au dae']"
440,299184389,True,"['apres plusieurs reles pas de retour client doit recontacter son opt apoint de branchementf gm cp laisse message vocal le   pour reprendre nouveau rdv des  fini apsm  gem  un percement est necessaire clt souhaite voir d abord avec son propri taire  ', 'gm ab at reprise rdv le    a  clt il a pas le temps ', ""gm cp laisse message vocal le    pour reprendre nouveau rdv des  fini  apsm  gem litige: pp percement en domaine privatif un percement est necessaire clt souhaite voir d'abord avec son propri  taire  dae na non   éligible au dae""]"
441,296722304,True,"['  point de terminaison optique non existante passage c cble en gaine pose prise point de terminaison optique brassage pm test ok  dae ok ', 'laisse message vocal au     pour reprendre nouveau rdv des  fini aple   gem litige: av demande autorisation au voisinage client demandera au proprietaire si possible de passer en apparant   passage par les gaine impossible apres plusieurs essais   essais par la gaine telecom ainsi que antenne  dae na non   éligible ']"
442,299193286,False,"['   pas de fibre disponible au point de branchement  dae na non eéligible au dae', 'plp non detecte en commande mais suspecte  si presence point de terminaison optique  utiliser emutation pour muter  si pas de point de terminaison optique  utiliser emutation pour creer point de terminaison optique puis mutersi pas possible appeler appui a chaud  ou   precisez lors de la cloture si point de terminaison optique a ete trouvee']"
443,299594228,True,['regul dossier  mis en sce ds si fournisseur']
